DATA_STRD_YM|SUBWAY_SCN_INNB|SUBWAY_SCN_NM|SUBWAY_ROUTE_NM|SUBWAY_SCN_CNTPNT_LA|SUBWAY_SCN_CNTPNT_LO|TOTL_FPOP|MALE_FPOP|FEMALE_FPOP
202504|MTRKR1P160|오산|1호선|37.1447171633287|127.066630122646|27211138.0|14474080.0|12737058.0
202504|MTRKR1P161|진위|1호선|37.1100790285838|127.062355993621|417541.0|251707.0|165834.0
202504|MTRKR1P162|송탄|1호선|37.0757126572027|127.054280461367|6292613.0|3305040.0|2987573.0
202504|MTRKR1P163|서정리|1호선|37.0565637021655|127.052881703722|9339487.0|4740142.0|4599345.0
202504|MTRKR1P164|평택지제|1호선|37.018784757256704|127.070485287852|20721726.0|11920932.0|8800794.0
202504|MTRKR1P165|평택|1호선|37.018784757256704|127.070485287852|20721726.0|11920932.0|8800794.0
202504|MTRKR1P166|성환|1호선|36.9159530167598|127.12683711023601|365176.0|211149.0|154027.0
202504|MTRKR1P167|직산|1호선|36.8709328418739|127.14382372881698|562965.0|323961.0|239004.0
202504|MTRKR1P168|두정|1호선|36.83359903189131|127.149080841068|14672838.0|7677296.0|6995542.0
202504|MTRKR1P169|천안|1호선|36.8105230598976|127.146488798762|7191777.0|3836112.0|3355665.0
202504|MTRKR1P170|봉명|1호선|36.8014198330363|127.13603811209998|9641558.0|4633052.0|5008506.0
202504|MTRKR1P172|아산|1호선|36.7921165665983|127.104076682696|7266772.0|3734125.0|3532647.0
202504|MTRKR1P174|배방|1호선|36.7776965014173|127.052788090648|3293481.0|1575116.0|1718365.0
202504|MTRKR1P176|온양온천|1호선|36.7805448837693|127.00318147294202|9830175.0|4999545.0|4830630.0
202504|MTRKR1p173|탕정|1호선|36.7882087107804|127.08439248328001|4356873.0|2141722.0|2215151.0
202504|MTRKR30309|대화|3호선|37.676157377075|126.747500970967|5331438.0|2742108.0|2589330.0
202504|MTRKR30314|대곡|3호선|37.6316955592152|126.81092999886198|2042592.0|1180550.0|862042.0
202504|MTRKR30315|화정|3호선|37.6346440058753|126.832688422366|9707715.0|4803974.0|4903741.0
202504|MTRKR31948|원흥|3호선|37.6506921774602|126.87302523491002|4844431.0|2238629.0|2605802.0
202504|MTRKR3310|주엽|3호선|37.6701494878278|126.76126352419502|10180313.0|4647807.0|5532506.0
202504|MTRKR3311|정발산|3호선|37.659480619983|126.77340596087201|13565840.0|6763378.0|6802462.0
202504|MTRKR3312|마두|3호선|37.6522411344456|126.777610596529|8037758.0|3813027.0|4224731.0
202504|MTRKR3313|백석|3호선|37.6429623651607|126.78813150980301|9870905.0|4779976.0|5090929.0
202504|MTRKR3316|원당|3호선|37.6531102058516|126.842918441607|4545930.0|2241794.0|2304136.0
202504|MTRKR3318|삼송|3호선|37.6532651152639|126.89573389994102|5862398.0|2921147.0|2941251.0
202504|MTRKR40437|대공원|4호선|37.4360557449009|127.006752481821|14213655.0|6686491.0|7527164.0
202504|MTRKR40438|과천|4호선|37.4328753023799|126.996617122631|41686360.0|20676461.0|21009899.0
202504|MTRKR40440|인덕원|4호선|37.4014941709597|126.976679855187|12345917.0|6677008.0|5668909.0
202504|MTRKR40442|범계|4호선|37.3897837540429|126.950783269518|18087524.0|9161626.0|8925898.0
202504|MTRKR40446|대야미|4호선|37.327965125951|126.91689751955701|2828815.0|1420907.0|1407908.0
202504|MTRKR40447|반월|4호선|37.3123817631801|126.90382444207|2387875.0|1188466.0|1199409.0
202504|MTRKR40509|정부과천청사|4호선|37.4328753023799|126.996617122631|41686360.0|20676461.0|21009899.0
202504|MTRKR41755|한대앞|4호선|37.309429480382|126.854023201766|8849997.0|4433335.0|4416662.0
202504|MTRKR4435|선바위|4호선|37.4517479887985|127.002228694007|2574859.0|1443425.0|1131434.0
202504|MTRKR4436|경마공원|4호선|37.44396298812309|127.00783804253298|2202070.0|1180207.0|1021863.0
202504|MTRKR4441|평촌|4호선|37.3942395091437|126.963808022134|19980592.0|9902879.0|10077713.0
202504|MTRKR4444|산본|4호선|37.358019308525705|126.93304632983602|12891779.0|6204508.0|6687271.0
202504|MTRKR4445|수리산|4호선|37.35055796958049|126.92563095068999|5536640.0|2588058.0|2948582.0
202504|MTRKR4448|상록수|4호선|37.3028523592421|126.86660564000802|15441332.0|7692344.0|7748988.0
202504|MTRKR4K252|중앙|4호선|37.31599451967911|126.838830354059|115536314.0|54670488.0|60865826.0
202504|MTRKR4K254|초지|4호선|37.32044037673231|126.806473145898|4503998.0|2374779.0|2129219.0
202504|MTRKR4K255|안산|4호선|37.3268586764125|126.78921634938402|5819514.0|3671369.0|2148145.0
202504|MTRKR4K256|신길온천|4호선|37.33737450574521|126.767521832501|6814048.0|4185308.0|2628740.0
202504|MTRKR4K257|정왕|4호선|37.3517013345449|126.743350186358|4762584.0|2883875.0|1878709.0
202504|MTRKR4K258|오이도|4호선|37.3617026946433|126.738403529407|2275537.0|1197630.0|1077907.0
202504|MTRKR4P149|금정|4호선|37.372468207144|126.943473156823|16072122.0|8246423.0|7825699.0
202504|MTRKR4k253|고잔|4호선|37.3167693077138|126.82359875532701|10187889.0|5050039.0|5137850.0
202504|MTRKRK11856|수내(한국잡월드)|수인분당|37.3784687674046|127.11428884629102|13927278.0|6866236.0|7061042.0
202504|MTRKRK11874|오목천|수인분당|37.2433596329495|126.96390283586202|2724183.0|1382030.0|1342153.0
202504|MTRKRK11886|송도|수인분당|37.4299616326114|126.65467571370701|2688150.0|1559067.0|1129083.0
202504|MTRKRK1K0272|인천|수인분당|37.4764686136348|126.617398357613|62117621.0|32925086.0|29192535.0
202504|MTRKRK1K209|청량리|수인분당|37.5808953806814|127.047847862522|27023403.0|13347430.0|13675973.0
202504|MTRKRK1K212|압구정로데오|수인분당|37.5275184818021|127.04060276939002|18730856.0|8921452.0|9809404.0
202504|MTRKRK1K214|선정릉(한국과학창의재단)|수인분당|37.5109326388803|127.043627289129|31202318.0|14769819.0|16432499.0
202504|MTRKRK1K215|선릉|수인분당|37.505167825521696|127.048709924654|35655849.0|16293682.0|19362167.0
202504|MTRKRK1K219|개포동|수인분당|37.48913946918909|127.066120707828|4994043.0|2097086.0|2896957.0
202504|MTRKRK1K222|복정(동서울대학)|수인분당|37.4690418197697|127.12657757539301|10085882.0|6762381.0|3323501.0
202504|MTRKRK1K223|가천대|수인분당|37.4485616928061|127.126696757302|7717930.0|4114704.0|3603226.0
202504|MTRKRK1K224|태평|수인분당|37.4397891872936|127.127749805438|11903318.0|6189034.0|5714284.0
202504|MTRKRK1K225|모란|수인분당|37.4320569738416|127.129132056251|24690950.0|13221791.0|11469159.0
202504|MTRKRK1K228|서현|수인분당|37.3850154269126|127.123431479636|15751087.0|7677216.0|8073871.0
202504|MTRKRK1K230|정자|수인분당|37.366173792319906|127.10809745724401|14576196.0|7404517.0|7171679.0
202504|MTRKRK1K231|미금(분당서울대병원)|수인분당|37.350071598800994|127.10900662549702|12533325.0|5860433.0|6672892.0
202504|MTRKRK1K232|오리|수인분당|37.3398305519823|127.10894894005301|19497636.0|9742610.0|9755026.0
202504|MTRKRK1K233|죽전(단국대)|수인분당|37.3243773830569|127.107505020642|13894451.0|6990357.0|6904094.0
202504|MTRKRK1K234|보정|수인분당|37.3127749181936|127.108336816968|5649300.0|2771378.0|2877922.0
202504|MTRKRK1K236|신갈|수인분당|37.2861483619847|127.111284750107|9617555.0|4661456.0|4956099.0
202504|MTRKRK1K238|상갈(루터대학교)|수인분당|37.26181183136699|127.108737254546|5572228.0|2967166.0|2605062.0
202504|MTRKRK1K239|청명|수인분당|37.2595395723925|127.07896900053701|12624888.0|6037189.0|6587699.0
202504|MTRKRK1K240|영통(경희대)|수인분당|37.2515035095752|127.07133191773|14481888.0|7052381.0|7429507.0
202504|MTRKRK1K241|망포|수인분당|37.245838370385805|127.056854781327|14540105.0|7277463.0|7262642.0
202504|MTRKRK1K243|수원시청(경기도문화의전당)|수인분당|37.2656768667795|127.00009605300899|150322071.0|79135469.0|71186602.0
202504|MTRKRK1K244|매교|수인분당|37.2655153235144|127.01590057208|14861120.0|7458407.0|7402713.0
202504|MTRKRK1K245|수원|수인분당|37.2656768667795|127.00009605300899|90193243.0|47481282.0|42711961.0
202504|MTRKRK1K246|고색|수인분당|37.2497717717764|126.98057251634302|5664772.0|3156873.0|2507899.0
202504|MTRKRK1K248|어천|수인분당|37.2500878495412|126.90880001435|674708.0|458462.0|216246.0
202504|MTRKRK1K249|야목|수인분당|37.2614226743824|126.883773399214|1195228.0|680615.0|514613.0
202504|MTRKRK1K250|사리|수인분당|37.2906412358086|126.857104444562|6766339.0|3334265.0|3432074.0
202504|MTRKRK1K251|한대앞|수인분당|37.3102070123702|126.85324560267|7883004.0|3945201.0|3937803.0
202504|MTRKRK1K252|중앙|수인분당|37.3160401839099|126.83795933769501|111886900.0|52869892.0|59017008.0
202504|MTRKRK1K253|고잔|수인분당|37.3168252865338|126.82247047976601|10208833.0|5034588.0|5174245.0
202504|MTRKRK1K254|초지|수인분당|37.32089644342|126.80546223274199|5140384.0|2692260.0|2448124.0
202504|MTRKRK1K255|안산|수인분당|37.3274007597393|126.788018834759|5011457.0|3161436.0|1850021.0
202504|MTRKRK1K256|신길온천|수인분당|37.33789250317991|126.76655878915699|6537003.0|4076393.0|2460610.0
202504|MTRKRK1K257|정왕|수인분당|37.3520125238326|126.74226108958202|4472186.0|2707849.0|1764337.0
202504|MTRKRK1K258|오이도|수인분당|37.3629292360266|126.73892305020001|2432778.0|1267607.0|1165171.0
202504|MTRKRK1K260|월곶|수인분당|37.3918207044367|126.742707561155|4884984.0|2443145.0|2441839.0
202504|MTRKRK1K261|소래포구|수인분당|37.4009402347666|126.733492081979|8096857.0|3880045.0|4216812.0
202504|MTRKRK1K264|남동인더스파크|수인분당|37.4077423820652|126.695227491501|2754574.0|1866844.0|887730.0
202504|MTRKRK1K265|원인재|수인분당|37.4132120460243|126.686457819329|7181341.0|3512748.0|3668593.0
202504|MTRKRK1K271|신포|수인분당|37.4684545360849|126.62453368590802|2851595.0|1839855.0|1011740.0
