시도,시군구,date,sale_trades,sale_price_만원,sale_pp_만원,jeonse_trades,jeonse_price_만원,jeonse_pp_만원,jeonse_count,wolse_count,lease_count,stock_units,supply_units,시군구_상위,total_unsold_exact,completed_unsold_exact,total_unsold_broad,completed_unsold_broad,total_unsold,completed_unsold,ym,wolse_share_pct,jeonse_ratio_pct,price_6m_change_pct,price_12m_change_pct,price_24m_change_pct,future_6m_change_pct,jeonse_12m_change_pct,wolse_share_12m_change_pctp,recent_6m_trades,recent_12m_trades,prev_6m_trades,trade_recovery_pct,supply_12m_units,supply_burden_12m_pct,unsold_per_stock_pct,completed_unsold_ratio_pct,actual_label,시장국면점수,임차지지점수,공급/미분양점수,기본상승점수,movein_6m_units,movein_18m_units,rental_movein_18m_units,signal_complex_count,undervalued_count,overvalued_count,median_peer_gap_pct,listing_count,price_discount_listing_count,median_listing_gap_pct,max_listing_discount_pct,미래입주압력_6개월_pct,미래입주압력_18개월_pct,임대입주비중_18개월_pct,저평가가능비중_pct,과대반영비중_pct,가격기준급매비중_pct,저평가가능점수,촉매점수,수익률후보점수,과열가능점수,상승확률점수,예측분류,정책메모,투자적합성점수,신뢰도낮음,투자검토가능,제외사유,호가보조지표제한,투자검토분류,투자검토분류근거,재검토조건,사람검증셋판정,사람검증셋메모,점수요약
경기도,안산시 상록구,2026-02-01,56.0,40900.0,1717.1109882780909,75.0,24500.0,1018.655214065226,75.0,19.0,94.0,,0.0,안산시,,,,,,,202602,20.21276595744681,59.90220048899756,3.8163467030593257,4.1955533771958375,5.481874372142159,,,,367.0,701.0,334.0,9.880239520958089,0.0,,,,,53.15918768424501,55.46980676328502,50.0,53.17810744084777,,,,127,2,5,0.0,,,,,,,,1.5748031496062993,3.937007874015748,,47.75129653892347,66.97674418604652,41.0695863218141,61.926083633584454,54.43388131733893,보합,중립,50.14670723755705,아니오,예,중립,예,판단 보류,방향성(54.4) 또는 투자적합성(50.1)이 우선 검토 기준에는 부족하지만 즉시 제외 수준은 아님,다음 1~2개 분기 거래·임차·공급 변화를 확인 후 재판정,,,"상승확률 54.4, 투자적합성 50.1, 저평가 47.8, 촉매 67.0, 과열 61.9"
대구광역시,달서구,2026-02-01,219.0,39000.0,1517.1047893410157,81.0,27825.0,1087.7780367725486,81.0,80.0,161.0,163483.0,0.0,달서구,,,,,,,202602,49.68944099378882,71.34615384615384,7.823504815582583,5.588566761470837,13.098883486370717,,,,1506.0,2857.0,1351.0,11.472982975573643,0.0,0.0,,,,62.9312697892783,35.16183574879227,50.37037037037037,50.071743020381206,1292.0,1652.0,0.0,493,10,18,0.0,,,,,0.7902962387526532,1.010502621067634,0.0,2.028397565922921,3.6511156186612577,,54.96312370346108,73.06553911205074,48.40524293137855,45.71793640631669,54.25451953659362,보합,중립,83.8839382742882,아니오,예,중립,예,판단 보류,투자적합성(83.9)은 높지만 상승확률(54.3)이 아직 강하지 않아 방향성 확인이 더 필요함,"가격 조정, 거래 회복, 임차 지지 강화가 보이면 상향 검토",,,"상승확률 54.3, 투자적합성 83.9, 저평가 55.0, 촉매 73.1, 과열 45.7"
대전광역시,중구,2026-02-01,82.0,35500.0,1441.7451396697693,63.0,27000.0,1049.0992582126455,63.0,39.0,102.0,56910.0,0.0,중구,,,,,,,202602,38.23529411764706,76.05633802816901,11.678912190560364,-4.869465997857947,-7.4006417112098095,,,,530.0,955.0,425.0,24.705882352941178,0.0,0.0,,,,60.58685446009389,49.67753623188406,50.37037037037037,54.21447205778957,100.0,3446.0,100.0,222,1,4,0.0,,,,,0.1757160428747144,6.05517483746266,2.901915264074289,0.4504504504504504,1.8018018018018016,,56.22340048040179,52.12473572938688,42.15612465669519,45.16061946024278,54.202350871920984,보합,중립,51.66311134723798,아니오,예,중립,예,판단 보류,방향성(54.2) 또는 투자적합성(51.7)이 우선 검토 기준에는 부족하지만 즉시 제외 수준은 아님,다음 1~2개 분기 거래·임차·공급 변화를 확인 후 재판정,,,"상승확률 54.2, 투자적합성 51.7, 저평가 56.2, 촉매 52.1, 과열 45.2"
울산광역시,중구,2026-02-01,119.0,43500.0,1712.7644675224408,50.0,40450.0,1574.3306115181883,50.0,20.0,70.0,45579.0,0.0,중구,,,,,,,202602,28.571428571428573,92.98850574712644,-7.499386311418377,23.468641410115932,7.971310003380472,,,,691.0,1382.0,691.0,0.0,0.0,0.0,,,,52.091931433562614,79.42874396135267,50.37037037037037,61.22942555249108,531.0,4071.0,1088.0,332,1,10,0.0,,,,,1.1650102020667412,8.931744882511683,26.725620240727093,0.3012048192771084,3.0120481927710845,,47.078542963205585,26.596194503171247,58.75780709727134,58.58137549752355,53.911808506700275,보합,중립,57.24321873130103,아니오,예,중립,예,판단 보류,방향성(53.9) 또는 투자적합성(57.2)이 우선 검토 기준에는 부족하지만 즉시 제외 수준은 아님,다음 1~2개 분기 거래·임차·공급 변화를 확인 후 재판정,,,"상승확률 53.9, 투자적합성 57.2, 저평가 47.1, 촉매 26.6, 과열 58.6"
부산광역시,금정구,2026-02-01,38.0,51600.0,2059.559063875894,30.0,40900.0,1615.390319140111,30.0,16.0,46.0,48454.0,0.0,금정구,,,,,,,202602,34.78260869565217,79.26356589147287,11.669489530342725,11.727705930746236,8.196012298857625,,,,517.0,904.0,387.0,33.59173126614987,0.0,0.0,,,,50.48749863522219,57.90458937198068,50.37037037037037,53.05419832687471,415.0,1409.0,0.0,308,0,9,0.0,,,,,0.8564824369505097,2.907912659429562,0.0,0.0,2.9220779220779223,,42.48341794955781,69.00634249471459,52.10953399458616,50.51793814330664,53.86140289545315,보합,중립,55.48265138281801,아니오,예,중립,예,판단 보류,방향성(53.9) 또는 투자적합성(55.5)이 우선 검토 기준에는 부족하지만 즉시 제외 수준은 아님,다음 1~2개 분기 거래·임차·공급 변화를 확인 후 재판정,,,"상승확률 53.9, 투자적합성 55.5, 저평가 42.5, 촉매 69.0, 과열 50.5"
전북특별자치도,전주시 덕진구,2026-02-01,124.0,40000.0,1568.338274491408,67.0,26933.0,1126.147328783243,67.0,28.0,95.0,,0.0,전주시,,,,,,,202602,29.473684210526315,67.3325,-9.022367037387324,8.70166076946617,33.52902323962314,,,,1077.0,2174.0,1097.0,-1.8231540565177728,0.0,,,,,62.74320340648542,55.35024154589373,50.0,56.969865903656974,0.0,1207.0,315.0,336,12,29,0.0,,,,,,,26.097763048881525,3.5714285714285716,8.630952380952381,,56.00051861556938,35.81395348837209,49.95037310729552,67.82634567092477,53.6510769481511,보합,중립,71.52901543142795,아니오,예,중립,예,판단 보류,투자적합성(71.5)은 높지만 과열 가능성(67.8)이 커서 지금은 추격보다 관찰이 적절함,"가격 조정, 거래 회복, 임차 지지 강화가 보이면 상향 검토",,,"상승확률 53.7, 투자적합성 71.5, 저평가 56.0, 촉매 35.8, 과열 67.8"
서울특별시,강동구,2026-02-01,79.0,130000.0,5062.544253009205,244.0,64025.0,2529.7800181310045,244.0,105.0,349.0,97711.0,0.0,강동구,,,,,,,202602,30.08595988538682,49.25,-1.5198951896075896,1.783618284185806,13.835631827331095,,22.56921597279662,9.87156478584624,1051.0,2393.0,1342.0,-21.684053651266765,0.0,0.0,,,,58.745769188776066,56.93397745571659,50.37037037037037,56.017792377603826,117.0,1797.0,281.0,498,3,38,0.0,1449.0,0.0,,,0.1197408684794956,1.8390969286978949,15.63717306622148,0.6024096385542169,7.630522088353413,0.0,40.87050988099138,49.727703390494085,34.90821165359309,63.55790752265531,52.802186655045496,보합,중립,88.84359546099749,아니오,예,중립,아니오,판단 보류,사람 검증셋에서 판단보류로 표시됨. 기본 수요와 유동성은 충분하지만 현재는 가격 부담과 단기 과열 여부를 같이 봐야 함,추가 데이터와 현재 시장 체감 지표를 확인한 뒤 재판정,판단보류,기본 수요와 유동성은 충분하지만 현재는 가격 부담과 단기 과열 여부를 같이 봐야 함,"상승확률 52.8, 투자적합성 88.8, 저평가 40.9, 촉매 49.7, 과열 63.6"
경기도,광주시,2026-02-01,129.0,46250.0,1985.9039757018809,131.0,34000.0,1400.2141614241737,131.0,50.0,181.0,48131.0,0.0,광주시,,,,,,,202602,27.624309392265193,73.51351351351352,15.45384697647092,12.801602528930143,16.90951107674643,,,,987.0,1930.0,943.0,4.665959703075284,0.0,0.0,,,,46.04814936128398,64.21497584541063,50.37037037037037,53.4870938829999,2846.0,4797.0,316.0,239,6,9,0.0,1454.0,101.0,4.92,18.75,5.913029024952733,9.96654962498182,6.587450489889514,2.510460251046025,3.7656903765690375,6.946354883081155,56.60471287448318,44.475765405997954,42.57441564086859,60.2135059275591,52.60303746017209,보합,수도권 공급 부담 경계,65.15676946235521,아니오,예,중립,아니오,판단 보류,투자적합성(65.2)은 높지만 상승확률(52.6)이 아직 강하지 않아 방향성 확인이 더 필요함,"가격 조정, 거래 회복, 임차 지지 강화가 보이면 상향 검토",,,"상승확률 52.6, 투자적합성 65.2, 저평가 56.6, 촉매 44.5, 과열 60.2"
경기도,파주시,2026-02-01,143.0,40500.0,1586.8492760334111,185.0,29400.0,1175.4439081728972,185.0,109.0,294.0,112676.0,0.0,파주시,,,,,,,202602,37.074829931972786,72.5925925925926,-0.3791740530096565,4.729586251964202,11.05854221725271,,,,1136.0,2309.0,1173.0,-3.154305200341001,0.0,0.0,,,,60.86308548968228,47.522946859903385,50.37037037037037,53.57085818943169,2600.0,4494.0,552.0,296,2,3,0.0,1708.0,112.0,4.84,22.06,2.307501153750577,3.988426994213497,12.283044058744991,0.6756756756756757,1.0135135135135136,6.557377049180328,54.93364046767969,44.161511758410974,41.04546689454862,43.98182991998626,52.363873566515785,보합,중립,77.63290857328387,아니오,예,중립,아니오,판단 보류,투자적합성(77.6)은 높지만 상승확률(52.4)이 아직 강하지 않아 방향성 확인이 더 필요함,"가격 조정, 거래 회복, 임차 지지 강화가 보이면 상향 검토",,,"상승확률 52.4, 투자적합성 77.6, 저평가 54.9, 촉매 44.2, 과열 44.0"
경기도,양주시,2026-02-01,101.0,31500.0,1321.3462186180277,142.0,23050.0,914.5972968117773,142.0,212.0,354.0,84009.0,0.0,양주시,,,,,,,202602,59.88700564971752,73.17460317460318,-11.95355538128844,-10.633266859002976,9.7246933251236,,,,731.0,1501.0,770.0,-5.064935064935061,0.0,0.0,,,,69.89927939731412,32.072463768115945,50.37037037037037,51.777666670358826,0.0,2545.0,1474.0,173,4,4,0.0,1350.0,108.0,6.67,28.57,0.0,3.02943732219167,57.917485265225935,2.3121387283236996,2.3121387283236996,8.0,57.54896158209791,49.629890637642575,42.62385647388908,47.98384495778791,52.32119450221225,보합,중립,62.39226040501126,아니오,예,중립,아니오,판단 보류,방향성(52.3) 또는 투자적합성(62.4)이 우선 검토 기준에는 부족하지만 즉시 제외 수준은 아님,다음 1~2개 분기 거래·임차·공급 변화를 확인 후 재판정,,,"상승확률 52.3, 투자적합성 62.4, 저평가 57.5, 촉매 49.6, 과열 48.0"
경기도,고양시 일산동구,2026-02-01,45.0,48300.0,2061.6214681243787,107.0,42000.0,1688.1228316232375,107.0,63.0,170.0,,0.0,고양시,,,,,,,202602,37.05882352941177,86.95652173913044,9.95314496663353,12.042875421398524,-6.167702745248138,,,,446.0,867.0,421.0,5.938242280285033,0.0,,,,,41.719347090293695,61.38949275362319,50.0,50.674061299885594,279.0,4094.0,279.0,169,2,13,0.0,,,,,,,6.814851001465559,1.183431952662722,7.6923076923076925,,55.155291243585545,56.74418604651162,59.98339129174817,56.70525348473268,52.25676450343449,보합,중립,59.12193001521408,아니오,예,중립,예,판단 보류,방향성(52.3) 또는 투자적합성(59.1)이 우선 검토 기준에는 부족하지만 즉시 제외 수준은 아님,다음 1~2개 분기 거래·임차·공급 변화를 확인 후 재판정,,,"상승확률 52.3, 투자적합성 59.1, 저평가 55.2, 촉매 56.7, 과열 56.7"
경기도,화성시 병점구,2026-02-01,125.0,44500.0,1741.168434255699,89.0,29500.0,1165.4119849085034,89.0,78.0,167.0,,0.0,화성시,,,,,,,202602,46.706586826347305,66.29213483146067,9.331334520233913,18.489545492684776,21.41443973340822,,,,832.0,1501.0,669.0,24.36472346786247,0.0,,,,,52.037613276558574,32.244565217391305,50.0,44.60064313671039,,,,118,8,11,0.0,,,,,,,,6.779661016949152,9.322033898305085,,52.7133761873567,86.51162790697674,32.599634137506335,76.240209993813,52.104200809847285,보합,중립,67.70919365355358,아니오,예,중립,예,판단 보류,투자적합성(67.7)은 높지만 과열 가능성(76.2)이 커서 지금은 추격보다 관찰이 적절함,"가격 조정, 거래 회복, 임차 지지 강화가 보이면 상향 검토",,,"상승확률 52.1, 투자적합성 67.7, 저평가 52.7, 촉매 86.5, 과열 76.2"
서울특별시,구로구,2026-02-01,115.0,75000.0,3009.2133238837705,151.0,46000.0,1853.361344537815,151.0,94.0,245.0,85220.0,0.0,구로구,,,,,,,202602,38.36734693877551,61.333333333333336,4.114837729295551,-0.7602597418330803,2.7506627522363214,,11.068664593605494,-1.9403453689167949,727.0,1480.0,753.0,-3.452855245683928,0.0,0.0,,,,55.74789824216617,46.1268115942029,50.37037037037037,51.03613594743008,356.0,658.0,0.0,433,8,34,0.0,1546.0,0.0,,,0.4177423140107956,0.7721192208401784,0.0,1.8475750577367205,7.852193995381063,0.0,53.49336035593406,54.3397541304518,40.645411817589064,51.41602956356887,51.90026233615893,보합,중립,76.45256935556147,아니오,예,중립,아니오,판단 보류,투자적합성(76.5)은 높지만 상승확률(51.9)이 아직 강하지 않아 방향성 확인이 더 필요함,"가격 조정, 거래 회복, 임차 지지 강화가 보이면 상향 검토",,,"상승확률 51.9, 투자적합성 76.5, 저평가 53.5, 촉매 54.3, 과열 51.4"
전북특별자치도,군산시,2026-02-01,90.0,22000.0,863.0816394182846,94.0,19000.0,755.4638303428178,94.0,33.0,127.0,84948.0,0.0,군산시,,,,,,,202602,25.984251968503937,86.36363636363636,-3.3672645890038044,28.847301961867,39.313035214168224,,,,638.0,1326.0,688.0,-7.267441860465118,0.0,0.0,,,,43.68817556501802,78.38888888888889,50.37037037037037,57.50397392971091,1506.0,2503.0,0.0,266,1,12,0.0,,,,,1.7728492724961151,2.9465084522295992,0.0,0.3759398496240601,4.511278195488722,,43.143929468282565,33.66807610993658,76.338439272095,59.56144353790113,51.7745825875305,보합,중립,50.35402931729817,아니오,예,중립,예,판단 보류,방향성(51.8) 또는 투자적합성(50.4)이 우선 검토 기준에는 부족하지만 즉시 제외 수준은 아님,다음 1~2개 분기 거래·임차·공급 변화를 확인 후 재판정,,,"상승확률 51.8, 투자적합성 50.4, 저평가 43.1, 촉매 33.7, 과열 59.6"
대구광역시,달성군,2026-02-01,117.0,25600.0,1119.637767880276,69.0,17500.0,738.3732706520767,69.0,95.0,164.0,,0.0,달성군,,,,,,,202602,57.926829268292686,68.359375,4.850406524126205,3.2477086024572666,2.310318821028279,,,,851.0,1632.0,781.0,8.962868117797695,0.0,,,,,61.05852167267169,28.564009661835748,50.0,46.92081205071119,,,,197,7,12,0.0,,,,,,,,3.553299492385787,6.091370558375634,,60.954075226553115,65.11627906976744,43.203397812069845,57.81075080976817,51.75512157994592,보합,중립,52.864594653336226,아니오,예,중립,예,판단 보류,방향성(51.8) 또는 투자적합성(52.9)이 우선 검토 기준에는 부족하지만 즉시 제외 수준은 아님,다음 1~2개 분기 거래·임차·공급 변화를 확인 후 재판정,,,"상승확률 51.8, 투자적합성 52.9, 저평가 61.0, 촉매 65.1, 과열 57.8"
서울특별시,동대문구,2026-02-01,69.0,98000.0,3887.3836729885734,100.0,63000.0,2491.8929718597756,100.0,74.0,174.0,65849.0,0.0,동대문구,,,,,,,202602,42.52873563218391,64.28571428571429,1.90138017746857,16.91669864541605,7.73323286524954,,14.575836482102345,8.877184319534749,822.0,1568.0,746.0,10.187667560321724,0.0,0.0,,,,55.19106889398406,51.65056360708534,50.37037037037037,52.74671741266609,1119.0,1218.0,305.0,357,2,10,0.0,1111.0,0.0,,,1.6993424349648438,1.8496864037418943,25.041050903119867,0.5602240896358543,2.8011204481792715,0.0,37.21156785675292,61.26787252368648,39.842262551619214,56.86272692532928,51.69461824593217,보합,중립,73.84784842801217,아니오,예,중립,아니오,판단 보류,투자적합성(73.8)은 높지만 상승확률(51.7)이 아직 강하지 않아 방향성 확인이 더 필요함,"가격 조정, 거래 회복, 임차 지지 강화가 보이면 상향 검토",,,"상승확률 51.7, 투자적합성 73.8, 저평가 37.2, 촉매 61.3, 과열 56.9"
경기도,평택시,2026-02-01,253.0,32400.0,1301.8042736391408,234.0,22000.0,895.2864284765894,234.0,221.0,455.0,135324.0,0.0,평택시,,,,,,,202602,48.57142857142857,67.90123456790124,-1.4972740626503445,-7.541882803652866,-13.932137025858982,,,,1604.0,3289.0,1685.0,-4.8071216617210695,0.0,0.0,,,,70.36248498744405,32.90338164251207,50.37037037037037,52.25377016244944,6918.0,18029.0,510.0,439,7,14,0.0,2931.0,269.0,5.3100000000000005,37.5,5.112175223907068,13.322839998817653,2.8287758611126517,1.5945330296127562,3.1890660592255125,9.177755032412144,59.91825764156899,39.98486153524913,32.121801584635755,53.34816412030413,51.56310699023732,보합,수도권 공급 부담 경계,78.33825711533457,아니오,예,중립,아니오,판단 보류,투자적합성(78.3)은 높지만 상승확률(51.6)이 아직 강하지 않아 방향성 확인이 더 필요함,"가격 조정, 거래 회복, 임차 지지 강화가 보이면 상향 검토",,,"상승확률 51.6, 투자적합성 78.3, 저평가 59.9, 촉매 40.0, 과열 53.3"
울산광역시,북구,2026-02-01,139.0,36200.0,1448.600617218261,73.0,24200.0,975.1511081262591,73.0,34.0,107.0,64142.0,0.0,북구,,,,,,,202602,31.77570093457944,66.85082872928177,4.102437954612181,11.241651432102008,19.73324665593681,,,,1137.0,2227.0,1090.0,4.31192660550459,0.0,0.0,,,,56.83426138224696,50.98550724637681,50.37037037037037,53.17122468172326,,,,203,1,3,0.0,,,,,,,,0.4926108374384236,1.477832512315271,,42.60334097608909,51.627906976744185,46.98862566108817,49.875295701859734,51.35454447013127,보합,중립,65.35892626669994,아니오,예,중립,예,판단 보류,투자적합성(65.4)은 높지만 상승확률(51.4)이 아직 강하지 않아 방향성 확인이 더 필요함,"가격 조정, 거래 회복, 임차 지지 강화가 보이면 상향 검토",,,"상승확률 51.4, 투자적합성 65.4, 저평가 42.6, 촉매 51.6, 과열 49.9"
경기도,김포시,2026-02-01,132.0,45000.0,1775.0429396822828,201.0,31500.0,1282.9363574032143,201.0,164.0,365.0,108466.0,0.0,김포시,,,,,,,202602,44.93150684931507,70.0,-1.3383062065972062,1.4944451293000591,2.022163368114671,,,,1147.0,2470.0,1323.0,-13.303099017384737,0.0,0.0,,,,61.24576918877607,37.53502415458937,50.37037037037037,50.2281587222093,0.0,0.0,0.0,271,0,0,0.0,2005.0,123.0,5.35,24.37,0.0,0.0,,0.0,0.0,6.134663341645886,46.34921649885833,61.00018270560906,51.25028896880125,30.60430885709514,51.262120986216615,보합,중립,80.71728904881118,아니오,예,중립,아니오,판단 보류,투자적합성(80.7)은 높지만 상승확률(51.3)이 아직 강하지 않아 방향성 확인이 더 필요함,"가격 조정, 거래 회복, 임차 지지 강화가 보이면 상향 검토",,,"상승확률 51.3, 투자적합성 80.7, 저평가 46.3, 촉매 61.0, 과열 30.6"
대구광역시,중구,2026-02-01,106.0,56100.0,2302.5949895523836,138.0,26000.0,1048.5140755071347,138.0,54.0,192.0,30104.0,0.0,중구,,,,,,,202602,28.125,46.3458110516934,3.052016844409211,15.538866914672568,18.729466550884545,,,,723.0,1187.0,464.0,55.81896551724137,0.0,0.0,,,,60.19434436073807,38.53260869565217,50.37037037037037,50.15674338036608,451.0,451.0,0.0,107,0,0,0.0,,,,,1.498139782088759,1.498139782088759,0.0,0.0,0.0,,25.370741893219783,81.56448202959831,30.940222975242538,52.68875373452838,51.15000395467897,보합,중립,55.66935260987279,아니오,예,중립,예,판단 보류,촉매 점수(81.6)는 높지만 투자적합성(55.7) 또는 방향성(51.2)이 아직 부족함,촉발 이벤트가 실제 거래와 가격에 반영되는지 확인 후 재검토,,,"상승확률 51.2, 투자적합성 55.7, 저평가 25.4, 촉매 81.6, 과열 52.7"
광주광역시,북구,2026-02-01,169.0,37000.0,1535.594334499215,102.0,28400.0,1162.3018635208489,102.0,51.0,153.0,141451.0,0.0,북구,,,,,,,202602,33.333333333333336,76.75675675675676,-0.1316907759687069,8.510808913895062,24.6226022215382,,,,1113.0,2299.0,1186.0,-6.155143338954472,0.0,0.0,,,,55.7195108636314,58.570048309178745,50.37037037037037,55.37991384625771,3214.0,8224.0,0.0,410,12,15,0.0,,,,,2.2721649193006765,5.814027472410941,0.0,2.926829268292683,3.658536585365854,,59.12479528332788,21.649048625792815,48.50405050285511,59.12497518585792,50.882016278748495,보합,중립,80.49463213847768,아니오,예,중립,예,판단 보류,투자적합성(80.5)은 높지만 상승확률(50.9)이 아직 강하지 않아 방향성 확인이 더 필요함,"가격 조정, 거래 회복, 임차 지지 강화가 보이면 상향 검토",,,"상승확률 50.9, 투자적합성 80.5, 저평가 59.1, 촉매 21.6, 과열 59.1"
경기도,시흥시,2026-02-01,165.0,53000.0,2205.4359336392517,218.0,33000.0,1364.2376324487363,218.0,152.0,370.0,157709.0,0.0,시흥시,,,,,,,202602,41.08108108108108,62.264150943396224,3.5715837758499624,5.059182460556255,6.8002211136937385,,,,1279.0,2530.0,1251.0,2.2382094324540303,0.0,0.0,,,,60.82814717763948,31.89975845410628,50.37037037037037,48.08876692258559,1896.0,5098.0,470.0,425,12,12,0.0,2525.0,278.0,5.105,47.19,1.202214204642728,3.2325358730319764,9.219301686936053,2.823529411764706,2.823529411764706,11.009900990099007,54.949155736576515,57.857907237752194,27.76429284147715,53.35743515848901,50.58319629195921,보합,중립,88.61433773119639,아니오,예,중립,아니오,판단 보류,사람 검증셋에서 판단보류로 표시됨. 입지 확장 기대는 있으나 가격 반영과 실제 수요 강도를 더 확인할 필요가 있음,추가 데이터와 현재 시장 체감 지표를 확인한 뒤 재판정,판단보류,입지 확장 기대는 있으나 가격 반영과 실제 수요 강도를 더 확인할 필요가 있음,"상승확률 50.6, 투자적합성 88.6, 저평가 54.9, 촉매 57.9, 과열 53.4"
서울특별시,양천구,2026-02-01,102.0,105000.0,4125.9865493779635,182.0,57250.0,2486.7178937777176,182.0,69.0,251.0,92160.0,0.0,양천구,,,,,,,202602,27.49003984063745,54.523809523809526,-7.619215520251488,-12.919752334663304,4.6740122986282495,,1.3346512558192414,2.7400398406374507,739.0,1614.0,875.0,-15.542857142857148,0.0,0.0,,,,66.22666229937767,36.13204508856683,50.37037037037037,51.72947329334205,103.0,355.0,0.0,472,10,50,0.0,1309.0,0.0,,,0.1117621527777777,0.3851996527777778,0.0,2.1186440677966103,10.59322033898305,0.0,56.50578665793209,38.057513115652654,33.461668412005295,50.52305357869557,50.395126271377144,보합,중립,81.10813269257086,아니오,예,중립,아니오,판단 보류,투자적합성(81.1)은 높지만 상승확률(50.4)이 아직 강하지 않아 방향성 확인이 더 필요함,"가격 조정, 거래 회복, 임차 지지 강화가 보이면 상향 검토",,,"상승확률 50.4, 투자적합성 81.1, 저평가 56.5, 촉매 38.1, 과열 50.5"
서울특별시,강서구,2026-02-01,84.0,103000.0,4006.6111950894815,180.0,58000.0,2262.4390448080812,180.0,69.0,249.0,117956.0,0.0,강서구,,,,,,,202602,27.710843373493976,56.310679611650485,8.542739648787778,9.631063390717888,15.832886177533378,,10.562425240217133,3.912766450417053,847.0,1659.0,812.0,4.31034482758621,0.0,0.0,,,,49.93776613167376,52.48228663446056,50.37037037037037,50.93649936732329,954.0,1724.0,1111.0,553,6,32,0.0,2002.0,0.0,,,0.8087761538200685,1.4615619383498932,64.4431554524362,1.08499095840868,5.786618444846293,0.0,39.68619663718747,54.01628690000783,36.88319485882515,63.73270702438734,49.71092208770559,보합,중립,84.69052621410805,아니오,예,중립,아니오,판단 보류,투자적합성(84.7)은 높지만 상승확률(49.7)이 아직 강하지 않아 방향성 확인이 더 필요함,"가격 조정, 거래 회복, 임차 지지 강화가 보이면 상향 검토",,,"상승확률 49.7, 투자적합성 84.7, 저평가 39.7, 촉매 54.0, 과열 63.7"
서울특별시,영등포구,2026-02-01,107.0,117500.0,4728.741596886425,199.0,63000.0,2512.473523181925,199.0,66.0,265.0,80199.0,0.0,영등포구,,,,,,,202602,24.90566037735849,53.61702127659574,4.926674827464206,4.360261295121748,15.90534598082658,,11.512343675185232,-3.774542668326788,849.0,1910.0,1061.0,-19.981149858623937,0.0,0.0,,,,46.857189649525054,55.909017713365536,50.37037037037037,50.90362465208055,707.0,890.0,0.0,412,6,12,0.0,1290.0,0.0,,,0.8815571266474644,1.1097395229366949,0.0,1.4563106796116505,2.912621359223301,0.0,44.18406758379736,46.914806984574426,38.75574232874276,52.63864157460621,49.29736844171215,보합,중립,81.6795060655091,아니오,예,중립,아니오,판단 보류,사람 검증셋에서 판단보류로 표시됨. 직주근접성과 유동성은 좋지만 현재 가격·거래 흐름을 함께 보며 상향 여부를 판단하는 편이 적절,추가 데이터와 현재 시장 체감 지표를 확인한 뒤 재판정,판단보류,직주근접성과 유동성은 좋지만 현재 가격·거래 흐름을 함께 보며 상향 여부를 판단하는 편이 적절,"상승확률 49.3, 투자적합성 81.7, 저평가 44.2, 촉매 46.9, 과열 52.6"
서울특별시,노원구,2026-02-01,143.0,78000.0,3226.0724128995785,190.0,43850.0,1827.319277728309,190.0,77.0,267.0,162595.0,0.0,노원구,,,,,,,202602,28.83895131086142,56.217948717948715,3.337916934255136,3.188169743676706,10.933663048094932,,1.4950247627647073,0.3029711619780464,822.0,1616.0,794.0,3.5264483627204024,0.0,0.0,,,,59.5720056774757,35.55555555555555,50.37037037037037,48.86583930802732,275.0,436.0,275.0,424,12,33,0.0,2068.0,0.0,,,0.169131892124604,0.2681509271502814,63.07339449541284,2.830188679245283,7.783018867924528,0.0,51.353422862757945,48.34398246026153,35.696518543399655,54.99359919205153,49.16069831407204,보합,중립,86.5545064009166,아니오,예,중립,아니오,판단 보류,사람 검증셋에서 판단보류로 표시됨. 수요 기반은 있으나 현 시점에서는 추가 방향성 확인과 생활권별 선별이 필요,추가 데이터와 현재 시장 체감 지표를 확인한 뒤 재판정,판단보류,수요 기반은 있으나 현 시점에서는 추가 방향성 확인과 생활권별 선별이 필요,"상승확률 49.2, 투자적합성 86.6, 저평가 51.4, 촉매 48.3, 과열 55.0"
경기도,안산시 단원구,2026-02-01,80.0,50250.0,2150.475474393511,113.0,31000.0,1322.2442893070506,113.0,35.0,148.0,,0.0,안산시,,,,,,,202602,23.64864864864865,61.691542288557216,9.861938698907348,14.61056789665416,20.229705958880295,,,,527.0,1041.0,514.0,2.529182879377423,0.0,,,,,40.72333224151108,55.31280193236715,50.0,48.14881357293294,0.0,472.0,0.0,135,8,10,0.0,,,,,,,0.0,5.925925925925926,7.407407407407407,,51.38638224697019,46.51162790697674,38.68785771209158,74.44364377479347,48.38887102414509,보합,중립,64.82395131493153,아니오,예,중립,예,판단 보류,방향성(48.4) 또는 투자적합성(64.8)이 우선 검토 기준에는 부족하지만 즉시 제외 수준은 아님,다음 1~2개 분기 거래·임차·공급 변화를 확인 후 재판정,,,"상승확률 48.4, 투자적합성 64.8, 저평가 51.4, 촉매 46.5, 과열 74.4"
