시도,시군구,total_recent_3m,total_recent_6m,소형비중_최근3m,국민평형비중_최근3m,중대형비중_최근3m,대형비중_최근3m,소형비중_최근6m,국민평형비중_최근6m,중대형비중_최근6m,대형비중_최근6m,소형비중_변화_3mYoY,국민평형비중_변화_3mYoY,중대형비중_변화_3mYoY,대형비중_변화_3mYoY
강원도,삼척시,175.0,339.0,57.7,41.1,1.1,0.0,55.2,44.0,0.9,0.0,-4.0,3.700000000000003,0.20000000000000007,0.0
충청남도,예산군,173.0,316.0,33.5,60.1,4.6,1.7,36.4,57.3,4.7,1.6,-15.700000000000003,14.899999999999999,-0.20000000000000018,0.8999999999999999
인천광역시,동구,172.0,318.0,67.4,25.6,7.0,0.0,68.9,26.4,4.7,0.0,-1.5999999999999943,-2.6999999999999993,4.3,0.0
경기도,양평군,164.0,300.0,27.4,64.6,7.3,0.6,27.3,64.7,7.0,1.0,-2.1000000000000014,3.0999999999999943,-1.7000000000000002,0.6
경기도,부천시 오정구,163.0,364.0,69.9,28.2,1.2,0.6,70.3,28.0,1.1,0.5,13.800000000000004,-11.3,-3.2,0.6
경상북도,예천군,147.0,272.0,13.6,86.4,0.0,0.0,12.1,87.9,0.0,0.0,0.1999999999999993,-0.19999999999998863,0.0,0.0
경상남도,거창군,134.0,214.0,20.1,74.6,5.2,0.0,22.9,71.5,5.1,0.5,0.40000000000000213,-2.4000000000000057,3.6,-1.6
서울특별시,종로구,132.0,335.0,40.9,39.4,12.9,6.8,40.6,37.6,15.2,6.6,-3.0,9.799999999999997,-2.4000000000000004,-4.3999999999999995
전라남도,영암군,130.0,238.0,83.8,16.2,0.0,0.0,84.0,16.0,0.0,0.0,-1.9000000000000057,1.8999999999999986,0.0,0.0
경상남도,함안군,124.0,204.0,47.6,48.4,4.0,0.0,47.5,49.0,3.4,0.0,7.800000000000004,-4.0,-3.8,0.0
전라북도,김제시,113.0,198.0,61.9,36.3,1.8,0.0,63.6,35.4,1.0,0.0,1.0,0.7999999999999972,-1.8,0.0
경상북도,상주시,112.0,221.0,49.1,49.1,1.8,0.0,51.1,46.2,2.3,0.5,-3.1999999999999957,4.100000000000001,0.0,-0.9
강원도,태백시,110.0,206.0,80.0,19.1,0.9,0.0,79.6,18.4,1.9,0.0,-1.4000000000000057,2.6000000000000014,-1.2000000000000002,0.0
강원도,홍천군,110.0,209.0,69.1,30.0,0.9,0.0,69.9,29.2,1.0,0.0,3.6999999999999886,-4.600000000000001,0.9,0.0
전라남도,화순군,106.0,192.0,50.9,48.1,0.9,0.0,54.7,43.8,1.6,0.0,0.29999999999999716,0.0,-0.29999999999999993,0.0
충청북도,증평군,106.0,207.0,64.2,34.9,0.9,0.0,65.2,31.4,1.4,1.9,-3.3999999999999915,7.299999999999997,-0.9999999999999999,-2.9
전라북도,남원시,104.0,212.0,42.3,51.0,6.7,0.0,39.2,52.8,8.0,0.0,19.199999999999996,-20.200000000000003,1.1000000000000005,-0.2
강원도,평창군,99.0,219.0,71.7,28.3,0.0,0.0,68.0,30.6,1.4,0.0,-3.299999999999997,3.3000000000000007,0.0,0.0
경기도,가평군,95.0,170.0,23.2,72.6,3.2,1.1,22.9,74.1,2.4,0.6,-3.6999999999999993,3.3999999999999915,-0.5999999999999996,1.1
전라남도,고흥군,91.0,143.0,22.0,73.6,4.4,0.0,27.3,66.4,6.3,0.0,-29.6,31.699999999999996,-2.0999999999999996,0.0
전라남도,영광군,86.0,161.0,58.1,39.5,2.3,0.0,60.2,38.5,1.2,0.0,16.6,-19.0,2.3,0.0
충청남도,태안군,74.0,144.0,59.5,36.5,4.1,0.0,53.5,43.8,2.8,0.0,-3.3999999999999986,2.6000000000000014,0.8999999999999995,0.0
경상남도,창녕군,73.0,127.0,47.9,52.1,0.0,0.0,46.5,53.5,0.0,0.0,7.5,-7.5,0.0,0.0
경상북도,문경시,73.0,151.0,49.3,45.2,4.1,1.4,49.0,46.4,4.0,0.7,4.699999999999996,-4.799999999999997,0.0,0.0
강원도,양양군,64.0,110.0,51.6,48.4,0.0,0.0,54.5,45.5,0.0,0.0,4.100000000000001,-2.3999999999999986,-1.7,0.0
강원도,횡성군,63.0,124.0,47.6,50.8,1.6,0.0,56.5,42.7,0.8,0.0,-25.9,25.799999999999997,0.10000000000000009,0.0
강원도,정선군,61.0,112.0,78.7,21.3,0.0,0.0,84.8,15.2,0.0,0.0,-9.0,10.8,-1.8,0.0
충청남도,금산군,59.0,116.0,71.2,28.8,0.0,0.0,64.7,34.5,0.9,0.0,-0.7000000000000028,0.6999999999999993,0.0,0.0
충청남도,서천군,56.0,99.0,41.1,50.0,8.9,0.0,39.4,52.5,8.1,0.0,-15.199999999999996,15.600000000000001,-0.5,0.0
전라남도,해남군,55.0,104.0,45.5,49.1,5.5,0.0,44.2,49.0,6.7,0.0,14.7,-14.0,-0.7000000000000002,0.0
경상남도,고성군,54.0,113.0,46.3,51.9,1.9,0.0,46.9,51.3,1.8,0.0,4.399999999999999,-1.6000000000000014,-2.8000000000000003,0.0
충청북도,옥천군,52.0,121.0,73.1,26.9,0.0,0.0,60.3,38.8,0.8,0.0,3.0999999999999943,-3.1000000000000014,0.0,0.0
강원도,영월군,51.0,96.0,72.5,27.5,0.0,0.0,71.9,27.1,1.0,0.0,7.799999999999997,-3.8999999999999986,-3.9,0.0
충청북도,영동군,51.0,82.0,43.1,52.9,2.0,2.0,41.5,52.4,4.9,1.2,-3.1999999999999957,1.6999999999999957,-0.3999999999999999,2.0
경상북도,울진군,47.0,106.0,23.4,57.4,8.5,10.6,41.5,43.4,10.4,4.7,5.199999999999999,-12.699999999999996,-1.9000000000000004,9.299999999999999
강원도,고성군,44.0,83.0,43.2,56.8,0.0,0.0,43.4,56.6,0.0,0.0,-6.799999999999997,6.799999999999997,0.0,0.0
경기도,연천군,42.0,76.0,45.2,54.8,0.0,0.0,39.5,59.2,1.3,0.0,-2.6999999999999957,2.6999999999999957,0.0,0.0
충청북도,보은군,41.0,67.0,17.1,78.0,4.9,0.0,25.4,71.6,3.0,0.0,-21.5,19.0,2.5000000000000004,0.0
인천광역시,강화군,40.0,95.0,35.0,55.0,10.0,0.0,47.4,47.4,5.3,0.0,-2.299999999999997,0.10000000000000142,2.2,0.0
전라북도,고창군,39.0,71.0,61.5,35.9,2.6,0.0,57.7,39.4,2.8,0.0,-1.5,10.0,-8.5,0.0
전라북도,부안군,39.0,84.0,56.4,35.9,7.7,0.0,61.9,33.3,3.6,1.2,-0.3999999999999986,-5.0,5.4,0.0
전라남도,장성군,38.0,92.0,68.4,31.6,0.0,0.0,53.3,46.7,0.0,0.0,6.900000000000006,-6.899999999999999,0.0,0.0
전라남도,장흥군,38.0,74.0,42.1,57.9,0.0,0.0,41.9,58.1,0.0,0.0,-14.199999999999996,20.4,-6.3,0.0
충청북도,단양군,38.0,75.0,76.3,23.7,0.0,0.0,68.0,32.0,0.0,0.0,12.699999999999996,-12.7,0.0,0.0
충청남도,부여군,36.0,87.0,47.2,50.0,2.8,0.0,49.4,47.1,2.3,1.1,-2.799999999999997,2.8999999999999986,-0.10000000000000009,0.0
경기도,과천시,35.0,205.0,28.6,42.9,22.9,5.7,30.7,46.3,21.5,1.5,-14.399999999999999,5.199999999999996,4.5,4.8
경상북도,고령군,35.0,52.0,54.3,45.7,0.0,0.0,51.9,48.1,0.0,0.0,-7.800000000000004,7.800000000000004,0.0,0.0
전라남도,보성군,30.0,43.0,36.7,63.3,0.0,0.0,34.9,65.1,0.0,0.0,-22.4,22.4,0.0,0.0
